keyword,search_volume,cpc,competition_level,low_bid,high_bid,difficulty,estimated_traffic,trend_monthly,competitor_domain,suggested_min_bid,suggested_max_bid,bid_strategy
cibc account opening offers,210,2.8299999237060547,HIGH,1.5399999618530271,5.360000133514404,0,63.84000015258789,24,www.cibc.com,1.2319999694824217,6.432000160217285,Conservative
cibc account summary,50,0.0,LOW,0.0,0.0,0,15.199999809265137,-20,www.cibc.com,0.0,0.0,Standard
cibc account types,390,1.3799999952316284,LOW,0.7699999809265137,3.5899999141693115,0,118.55999755859375,-18,www.cibc.com,0.615999984741211,4.307999897003174,Standard
cibc accounts online,140,8.420000076293945,MEDIUM,2.0,14.359999656677246,0,42.560001373291016,0,www.cibc.com,1.6,17.231999588012695,Standard
cibc accounts types,390,1.3799999952316284,LOW,0.7699999809265137,3.5899999141693115,0,118.55999755859375,-18,www.cibc.com,0.615999984741211,4.307999897003174,Standard
cibc action,110,0.0,LOW,0.0,0.0,0,33.439998626708984,0,www.cibc.com,0.0,0.0,Standard
cibc action bourse,210,0.8600000143051147,LOW,3.910000085830689,7.309999942779541,0,63.84000015258789,-56,www.cibc.com,3.1280000686645515,8.771999931335449,Standard
cibc actions,110,0.0,LOW,0.0,0.0,0,33.439998626708984,0,www.cibc.com,0.0,0.0,Standard
cibc activate,1000,2.930000066757202,LOW,0.6600000262260437,10.739999771118164,0,304.0,-32,www.cibc.com,0.528000020980835,12.887999725341796,Standard
cibc activate credit card,1900,5.139999866485596,LOW,0.9300000071525574,9.670000076293944,0,577.5999755859375,-16,www.cibc.com,0.7440000057220459,11.604000091552733,Standard
cibc activate credit card by phone,110,0.0,LOW,1.8899999856948853,7.900000095367432,0,33.439998626708984,-35,www.cibc.com,1.5119999885559083,9.480000114440918,Standard
cibc activate credit card online,70,8.529999732971191,LOW,3.319999933242798,11.520000457763672,0,21.280000686645508,-36,www.cibc.com,2.6559999465942385,13.824000549316406,Standard
cibc activate debit card,260,8.789999961853027,LOW,3.4100000858306885,12.050000190734863,0,79.04000091552734,0,www.cibc.com,2.728000068664551,14.460000228881835,Standard
cibc acton,70,0.0,LOW,0.0,0.0,0,21.280000686645508,0,www.cibc.com,0.0,0.0,Standard
cibc add payee,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.cibc.com,0.0,0.0,Standard
cibc address,1300,1.690000057220459,LOW,0.3600000143051147,3.240000009536743,0,395.20001220703125,-23,www.cibc.com,0.28800001144409176,3.888000011444092,Standard
cibc address change,590,4.039999961853027,LOW,1.340000033378601,3.740000009536743,0,179.36000061035156,0,www.cibc.com,1.0720000267028809,4.488000011444091,Standard
cibc address head office,260,0.0,LOW,0.0,0.0,0,79.04000091552734,-19,www.cibc.com,0.0,0.0,Standard
cibc address toronto,140,0.0,LOW,0.0,0.0,0,42.560001373291016,-35,www.cibc.com,0.0,0.0,Standard
cibc address toronto head office,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.cibc.com,0.0,0.0,Standard
cibc advantage credit card,50,3.2100000381469727,MEDIUM,1.950000047683716,6.050000190734863,0,15.199999809265137,-20,www.cibc.com,1.560000038146973,7.260000228881836,Standard
cibc advantage debit card,590,5.340000152587891,LOW,2.75,10.31999969482422,0,179.36000061035156,0,www.cibc.com,2.2,12.383999633789065,Standard
cibc advantage savings account,110,0.8600000143051147,LOW,0.6800000071525574,2.7200000286102295,0,33.439998626708984,0,www.cibc.com,0.5440000057220459,3.2640000343322755,Standard
cibc advertising,90,1.350000023841858,LOW,1.5,22.5,0,27.360000610351562,0,www.cibc.com,1.2000000000000002,27.0,Standard
cibc advisor,210,4.75,LOW,2.380000114440918,9.739999771118164,0,14.930999755859375,-19,www.cibc.com,1.9040000915527344,11.687999725341797,Standard
cibc advisor,210,4.75,LOW,2.380000114440918,9.739999771118164,0,48.51839828491211,-19,www.cibc.com,1.9040000915527344,11.687999725341797,Standard
cibc advisors,210,4.75,LOW,2.380000114440918,9.739999771118164,0,63.84000015258789,-19,www.cibc.com,1.9040000915527344,11.687999725341797,Standard
cibc aeroplan,6600,0.8500000238418579,LOW,1.0499999523162842,4.5,0,2006.4000244140625,0,www.cibc.com,0.8399999618530274,5.3999999999999995,Standard
cibc aeroplan business,260,4.519999980926514,LOW,1.6399999856948853,8.140000343322754,0,79.04000091552734,-34,www.cibc.com,1.3119999885559084,9.768000411987304,Standard
cibc aeroplan business visa,90,4.360000133514404,LOW,2.630000114440918,6.639999866485596,0,27.360000610351562,-18,www.cibc.com,2.1040000915527344,7.967999839782714,Standard
cibc aeroplan cards,1000,0.8799999952316284,LOW,0.8600000143051147,4.260000228881836,0,304.0,0,www.cibc.com,0.6880000114440918,5.112000274658203,Standard
cibc aeroplan credit card,1300,0.9700000286102296,MEDIUM,0.8199999928474426,3.880000114440918,0,395.20001220703125,30,www.cibc.com,0.6559999942779542,4.656000137329102,Aggressive
cibc aeroplan credit cards,170,0.8299999833106995,LOW,0.9700000286102296,4.429999828338623,0,51.68000030517578,-18,www.cibc.com,0.7760000228881837,5.3159997940063475,Standard
cibc aeroplan infinite,590,0.5,LOW,0.5799999833106995,3.5,0,179.36000061035156,23,www.cibc.com,0.46399998664855957,4.2,Aggressive
cibc aeroplan infinite privilege,320,0.5199999809265137,LOW,0.3000000119209289,2.5799999237060547,0,97.27999877929688,0,www.cibc.com,0.24000000953674314,3.0959999084472654,Standard
cibc aeroplan login,70,0.1299999952316284,LOW,0.0,0.0,0,21.280000686645508,33,www.cibc.com,0.0,0.0,Aggressive
cibc aeroplan offer,50,0.75,LOW,0.7099999785423279,3.7899999618530273,0,15.199999809265137,33,www.cibc.com,0.5679999828338623,4.5479999542236325,Aggressive
cibc aeroplan offers,50,0.75,LOW,0.7099999785423279,3.7899999618530273,0,11.552000045776367,33,www.cibc.com,0.5679999828338623,4.5479999542236325,Aggressive
cibc aeroplan offers,50,0.75,LOW,0.7099999785423279,3.7899999618530273,0,3.555000066757202,33,www.cibc.com,0.5679999828338623,4.5479999542236325,Aggressive
cibc aeroplan platinum,110,3.0,LOW,1.5899999141693115,5.869999885559082,0,33.439998626708984,0,www.cibc.com,1.2719999313354493,7.043999862670899,Standard
cibc aeroplan points,90,0.8100000023841858,LOW,0.3600000143051147,1.850000023841858,0,27.360000610351562,-22,www.cibc.com,0.28800001144409176,2.2200000286102295,Standard
cibc aeroplan student,70,8.050000190734863,LOW,3.3499999046325684,6.730000019073486,0,21.280000686645508,40,www.cibc.com,2.6799999237060548,8.076000022888183,Aggressive
cibc aeroplan travel insurance,70,1.409999966621399,LOW,0.8500000238418579,3.240000009536743,0,21.280000686645508,-20,www.cibc.com,0.6800000190734864,3.888000011444092,Standard
cibc aeroplan visa,4400,0.7300000190734863,LOW,0.9200000166893004,3.889999866485596,0,1016.5759887695312,-19,www.cibc.com,0.7360000133514404,4.667999839782715,Standard
cibc aeroplan visa,4400,0.7300000190734863,LOW,0.9200000166893004,3.889999866485596,0,312.8399963378906,-19,www.cibc.com,0.7360000133514404,4.667999839782715,Standard
cibc aeroplan visa benefits,110,0.1299999952316284,LOW,0.2300000041723251,1.2300000190734863,0,33.439998626708984,-18,www.cibc.com,0.1840000033378601,1.4760000228881835,Standard
cibc aeroplan visa business,90,4.360000133514404,LOW,2.630000114440918,6.639999866485596,0,27.360000610351562,-18,www.cibc.com,2.1040000915527344,7.967999839782714,Standard
cibc aeroplan visa business card,70,7.119999885559082,LOW,1.9900000095367432,8.15999984741211,0,21.280000686645508,-36,www.cibc.com,1.5920000076293945,9.791999816894531,Standard
cibc aeroplan visa business plus card,50,3.4700000286102295,LOW,0.0,0.0,0,15.199999809265137,-33,www.cibc.com,0.0,0.0,Standard
cibc aeroplan visa card,390,1.0299999713897705,LOW,0.8999999761581421,4.230000019073486,0,118.55999755859375,-18,www.cibc.com,0.7199999809265137,5.076000022888183,Standard
cibc aeroplan visa card for students,90,7.860000133514404,MEDIUM,1.9100000858306885,7.079999923706055,0,27.360000610351562,-22,www.cibc.com,1.528000068664551,8.495999908447265,Standard
cibc aeroplan visa infinite,8100,0.6499999761581421,LOW,0.7400000095367432,3.4800000190734863,0,2462.39990234375,0,www.cibc.com,0.5920000076293945,4.176000022888183,Standard
cibc aeroplan visa infinite benefits,210,0.2800000011920929,LOW,0.2399999946355819,1.25,0,63.84000015258789,-19,www.cibc.com,0.19199999570846552,1.5,Standard
cibc aeroplan visa infinite car rental insurance,70,0.0,LOW,0.0,0.0,0,21.280000686645508,29,www.cibc.com,0.0,0.0,Aggressive
cibc aeroplan visa infinite insurance,70,1.0,LOW,0.5400000214576721,1.2400000095367432,0,21.280000686645508,0,www.cibc.com,0.43200001716613773,1.4880000114440917,Standard
cibc aeroplan visa infinite privilege,2400,0.4099999964237213,LOW,0.4199999868869781,2.7799999713897705,0,729.5999755859375,0,www.cibc.com,0.3359999895095825,3.3359999656677246,Standard
cibc aeroplan visa infinite privilege benefits,90,0.2000000029802322,LOW,0.1599999964237213,1.0499999523162842,0,27.360000610351562,29,www.cibc.com,0.12799999713897706,1.259999942779541,Aggressive
cibc aeroplan visa infinite privilege card,480,1.3300000429153442,LOW,0.5600000023841858,3.5899999141693115,0,145.9199981689453,-18,www.cibc.com,0.4480000019073487,4.307999897003174,Standard
cibc aeroplan visa infinite travel insurance,170,0.4000000059604645,LOW,0.4300000071525574,1.440000057220459,0,51.68000030517578,-18,www.cibc.com,0.3440000057220459,1.7280000686645507,Standard
cibc aeroplan visa platinum,210,3.4000000953674316,LOW,1.399999976158142,6.699999809265137,0,63.84000015258789,0,www.cibc.com,1.1199999809265138,8.039999771118163,Standard
cibc aeroplan visa travel insurance,90,0.3100000023841858,LOW,0.3000000119209289,1.2200000286102295,0,27.360000610351562,-22,www.cibc.com,0.24000000953674314,1.4640000343322754,Standard
cibc affordability calculator,210,0.6899999976158142,LOW,0.4000000059604645,2.319999933242798,0,63.84000015258789,-33,www.cibc.com,0.3200000047683716,2.7839999198913574,Standard
cibc ai,260,16.280000686645508,LOW,5.840000152587891,21.770000457763672,0,79.04000091552734,-34,www.cibc.com,4.672000122070313,26.124000549316406,Standard
cibc air canada conversion card,110,6.519999980926514,LOW,3.430000066757202,7.380000114440918,0,33.439998626708984,80,www.cibc.com,2.744000053405762,8.8560001373291,Aggressive
cibc air miles,110,1.920000076293945,MEDIUM,0.7099999785423279,3.0799999237060547,0,33.439998626708984,-18,www.cibc.com,0.5679999828338623,3.6959999084472654,Standard
cibc airdrie,1300,2.3499999046325684,LOW,0.8500000238418579,5.739999771118164,0,395.20001220703125,0,www.cibc.com,0.6800000190734864,6.887999725341797,Standard
cibc airdrie main street,90,0.949999988079071,LOW,0.3700000047683716,2.4600000381469727,0,27.360000610351562,56,www.cibc.com,0.29600000381469727,2.952000045776367,Aggressive
cibc airport,140,1.0499999523162842,LOW,1.5299999713897705,12.670000076293944,0,42.560001373291016,-21,www.cibc.com,1.2239999771118164,15.204000091552732,Standard
cibc airport and queen,90,6.659999847412109,LOW,0.0,0.0,0,27.360000610351562,80,www.cibc.com,0.0,0.0,Aggressive
cibc airport lounge,90,1.090000033378601,LOW,0.550000011920929,2.680000066757202,0,27.360000610351562,-22,www.cibc.com,0.4400000095367432,3.2160000801086426,Standard
cibc airport lounge access,110,1.2200000286102295,LOW,0.4600000083446502,5.260000228881836,0,33.439998626708984,-36,www.cibc.com,0.3680000066757202,6.312000274658203,Standard
cibc airport road,90,0.0,LOW,0.0,0.0,0,27.360000610351562,0,www.cibc.com,0.0,0.0,Standard
cibc ajax,1000,2.3399999141693115,LOW,0.6700000166893005,3.25,0,304.0,14,www.cibc.com,0.5360000133514404,3.9,Standard
cibc ajax hours,170,0.6499999761581421,LOW,0.0,0.0,0,51.68000030517578,-21,www.cibc.com,0.0,0.0,Standard
cibc albany,140,0.8799999952316284,LOW,0.5199999809265137,2.180000066757202,0,42.560001373291016,0,www.cibc.com,0.41599998474121097,2.6160000801086425,Standard
cibc alberta,70,4.75,LOW,2.5199999809265137,19.13999938964844,0,21.280000686645508,-29,www.cibc.com,2.015999984741211,22.96799926757813,Standard
cibc alberta locations,50,0.0,LOW,0.0,0.0,0,15.199999809265137,-50,www.cibc.com,0.0,0.0,Standard
cibc aldergrove,110,0.6000000238418579,LOW,1.8799999952316284,6.090000152587891,0,33.439998626708984,-22,www.cibc.com,1.5039999961853028,7.308000183105468,Standard
cibc alliston,590,1.3700000047683716,LOW,0.4399999976158142,2.4800000190734863,0,179.36000061035156,-19,www.cibc.com,0.35199999809265137,2.9760000228881833,Standard
cibc ambitions made real,140,0.0,LOW,0.0,0.0,0,42.560001373291016,-81,www.cibc.com,0.0,0.0,Standard
cibc american express,260,4.119999885559082,MEDIUM,1.2200000286102295,4.110000133514404,0,79.04000091552734,-19,www.cibc.com,0.9760000228881837,4.932000160217285,Standard
cibc amex,260,4.119999885559082,MEDIUM,1.2200000286102295,4.110000133514404,0,79.04000091552734,-19,www.cibc.com,0.9760000228881837,4.932000160217285,Standard
cibc amherst,260,2.240000009536743,LOW,0.8799999952316284,6.269999980926514,0,79.04000091552734,0,www.cibc.com,0.7039999961853027,7.523999977111816,Standard
cibc amherstburg,320,1.9800000190734863,LOW,0.4799999892711639,2.990000009536743,0,97.27999877929688,-18,www.cibc.com,0.38399999141693114,3.5880000114440915,Standard
cibc aml jobs,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-22,www.cibc.com,0.0,0.0,Standard
cibc amos,320,2.8499999046325684,LOW,0.449999988079071,3.2200000286102295,0,97.27999877929688,23,www.cibc.com,0.3599999904632568,3.864000034332275,Aggressive
cibc ancaster,480,2.3399999141693115,LOW,1.0499999523162842,3.4600000381469727,0,145.9199981689453,0,www.cibc.com,0.8399999618530274,4.152000045776367,Standard
cibc and me,140,6.139999866485596,LOW,4.050000190734863,13.989999771118164,0,42.560001373291016,-21,www.cibc.com,3.240000152587891,16.787999725341795,Standard
cibc and me login,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-40,www.cibc.com,0.0,0.0,Standard
cibc anjou,90,0.2199999988079071,LOW,0.2199999988079071,1.5899999141693115,0,27.360000610351562,0,www.cibc.com,0.17599999904632568,1.9079998970031737,Standard
cibc annual fee,90,2.549999952316284,LOW,1.3700000047683716,3.319999933242798,0,6.39900016784668,-36,www.cibc.com,1.0960000038146973,3.983999919891357,Standard
cibc annual fee,90,2.549999952316284,LOW,1.3700000047683716,3.319999933242798,0,20.79360008239746,-36,www.cibc.com,1.0960000038146973,3.983999919891357,Standard
cibc annual report,320,0.0,LOW,0.0,0.0,0,97.27999877929688,0,www.cibc.com,0.0,0.0,Standard
cibc annual report 2023,70,0.0,LOW,0.0,0.0,0,21.280000686645508,100,www.cibc.com,0.0,0.0,Aggressive
cibc annual report 2024,110,0.0,LOW,0.0,0.0,0,33.439998626708984,0,www.cibc.com,0.0,0.0,Standard
cibc antigonish,260,2.869999885559082,LOW,0.5899999737739563,4.519999980926514,0,79.04000091552734,0,www.cibc.com,0.4719999790191651,5.423999977111817,Standard
cibc app down,260,2.5,LOW,0.0,0.0,0,79.04000091552734,-18,www.cibc.com,0.0,0.0,Standard
cibc app login,140,2.869999885559082,LOW,0.0,0.0,0,42.560001373291016,-59,www.cibc.com,0.0,0.0,Standard
cibc app void cheque,320,10.449999809265137,LOW,0.0,0.0,0,97.27999877929688,-18,www.cibc.com,0.0,0.0,Standard
cibc apple gift card,50,1.3899999856948853,LOW,0.0,0.0,0,15.199999809265137,0,www.cibc.com,0.0,0.0,Standard
cibc apple pay,140,2.9800000190734863,LOW,0.0,0.0,0,42.560001373291016,0,www.cibc.com,0.0,0.0,Standard
cibc appleby,140,0.2800000011920929,LOW,0.6499999761581421,4.489999771118164,0,42.560001373291016,22,www.cibc.com,0.5199999809265137,5.387999725341797,Aggressive
cibc application login,140,2.869999885559082,LOW,0.0,0.0,0,32.34560012817383,-59,www.cibc.com,0.0,0.0,Standard
cibc application login,140,2.869999885559082,LOW,0.0,0.0,0,9.954000473022461,-59,www.cibc.com,0.0,0.0,Standard
cibc application status,90,2.4200000762939453,LOW,2.259999990463257,7.679999828338623,0,27.360000610351562,-22,www.cibc.com,1.8079999923706056,9.215999794006347,Standard
cibc apply credit card,1000,13.8100004196167,HIGH,6.75,20.59000015258789,0,304.0,0,www.cibc.com,5.4,24.70800018310547,Conservative
cibc apply for credit card,1000,13.8100004196167,HIGH,6.75,20.59000015258789,0,231.0399932861328,0,www.cibc.com,5.4,24.70800018310547,Conservative
cibc apply for credit card,1000,13.8100004196167,HIGH,6.75,20.59000015258789,0,71.0999984741211,0,www.cibc.com,5.4,24.70800018310547,Conservative
cibc appointment,6600,8.8100004196167,LOW,3.9600000381469727,11.220000267028809,0,2006.4000244140625,-19,www.cibc.com,3.1680000305175784,13.46400032043457,Standard
cibc appointment booking,6600,9.520000457763672,LOW,4.139999866485596,11.850000381469728,0,2006.4000244140625,-18,www.cibc.com,3.3119998931884767,14.220000457763673,Standard
cibc appointment booking number,110,4.779999732971191,LOW,1.2400000095367432,7.010000228881836,0,33.439998626708984,0,www.cibc.com,0.9920000076293946,8.412000274658203,Standard
cibc appointment online,70,5.070000171661377,LOW,2.9200000762939453,6.989999771118164,0,21.280000686645508,-43,www.cibc.com,2.3360000610351563,8.387999725341796,Standard
cibc argentia,90,4.730000019073486,LOW,1.7599999904632568,7.690000057220459,0,27.360000610351562,-29,www.cibc.com,1.4079999923706055,9.228000068664551,Standard
cibc argyle,170,1.9600000381469729,LOW,0.550000011920929,5.119999885559082,0,51.68000030517578,-18,www.cibc.com,0.4400000095367432,6.143999862670898,Standard
cibc argyle mall,90,1.319999933242798,LOW,0.5899999737739563,3.0899999141693115,0,27.360000610351562,0,www.cibc.com,0.4719999790191651,3.7079998970031736,Standard
cibc arnprior,390,1.7100000381469729,LOW,0.5199999809265137,2.619999885559082,0,118.55999755859375,0,www.cibc.com,0.41599998474121097,3.1439998626708983,Standard
cibc arthur street,320,1.5199999809265137,LOW,0.4900000095367431,3.259999990463257,0,97.27999877929688,-35,www.cibc.com,0.3920000076293945,3.911999988555908,Standard
cibc artificial intelligence,260,16.280000686645508,LOW,5.840000152587891,21.770000457763672,0,79.04000091552734,-34,www.cibc.com,4.672000122070313,26.124000549316406,Standard
cibc asset management,720,13.020000457763672,LOW,7.300000190734863,32.40999984741211,0,218.8800048828125,0,www.cibc.com,5.840000152587891,38.89199981689453,Standard
cibc assurance,110,6.369999885559082,MEDIUM,3.630000114440918,11.369999885559082,0,33.439998626708984,0,www.cibc.com,2.9040000915527346,13.643999862670897,Standard
cibc assurance auto,260,19.510000228881836,HIGH,7.010000228881836,18.59000015258789,0,79.04000091552734,-35,www.cibc.com,5.608000183105469,22.308000183105467,Conservative
cibc assurance habitation,70,13.210000038146973,HIGH,4.159999847412109,14.539999961853027,0,21.280000686645508,-22,www.cibc.com,3.3279998779296878,17.447999954223633,Conservative
cibc assurance voyage,210,2.0399999618530273,MEDIUM,0.699999988079071,1.9700000286102295,0,63.84000015258789,0,www.cibc.com,0.5599999904632569,2.364000034332275,Standard
cibc assurepay,70,0.0,LOW,0.0,0.0,0,21.280000686645508,100,www.cibc.com,0.0,0.0,Aggressive
cibc atm,110000,0.3799999952316284,LOW,0.5099999904632568,2.259999990463257,0,33440.0,0,www.cibc.com,0.40799999237060547,2.7119999885559083,Standard
cibc atm 24 hours,260,1.2699999809265137,LOW,0.0,0.0,0,79.04000091552734,-19,www.cibc.com,0.0,0.0,Standard
cibc atm 24 hours near me,170,0.3499999940395355,LOW,0.0,0.0,0,51.68000030517578,0,www.cibc.com,0.0,0.0,Standard
cibc atm calgary,140,0.6899999976158142,LOW,2.2100000381469727,6.260000228881836,0,42.560001373291016,55,www.cibc.com,1.7680000305175783,7.512000274658202,Aggressive
cibc atm deposit,140,2.740000009536743,LOW,0.5600000023841858,6.610000133514404,0,42.560001373291016,27,www.cibc.com,0.4480000019073487,7.932000160217285,Aggressive
cibc atm deposit limit,90,0.0,LOW,0.0,0.0,0,27.360000610351562,0,www.cibc.com,0.0,0.0,Standard
cibc atm deposit near me,210,0.5699999928474426,LOW,0.6000000238418579,2.200000047683716,0,63.84000015258789,50,www.cibc.com,0.48000001907348633,2.6400000572204587,Aggressive
cibc atm downtown,70,0.2599999904632568,LOW,0.0,0.0,0,21.280000686645508,0,www.cibc.com,0.0,0.0,Standard
cibc atm drive thru near me,260,0.1700000017881393,LOW,0.0,0.0,0,79.04000091552734,0,www.cibc.com,0.0,0.0,Standard
cibc atm edmonton,70,0.0,LOW,0.0,0.0,0,21.280000686645508,25,www.cibc.com,0.0,0.0,Aggressive
cibc atm edmonton locations,140,0.4699999988079071,LOW,0.0,0.0,0,42.560001373291016,50,www.cibc.com,0.0,0.0,Aggressive
cibc atm fees,720,1.6100000143051147,LOW,0.7799999713897705,5.369999885559082,0,218.8800048828125,-18,www.cibc.com,0.6239999771118164,6.443999862670898,Standard
cibc atm limit,110,0.0,LOW,0.0,0.0,0,33.439998626708984,0,www.cibc.com,0.0,0.0,Standard
cibc atm locations,4400,13.06999969482422,LOW,10.869999885559082,25.489999771118164,0,1337.5999755859375,0,www.cibc.com,8.695999908447266,30.587999725341795,Standard
cibc atm locations regina,170,1.6200000047683716,LOW,0.8399999737739563,4.789999961853027,0,51.68000030517578,21,www.cibc.com,0.6719999790191651,5.747999954223633,Aggressive
cibc atm locations toronto,260,0.4000000059604645,LOW,1.0700000524520874,2.6700000762939453,0,79.04000091552734,-19,www.cibc.com,0.85600004196167,3.2040000915527345,Standard
cibc atm locator,4400,13.06999969482422,LOW,10.869999885559082,25.489999771118164,0,1337.5999755859375,0,www.cibc.com,8.695999908447266,30.587999725341795,Standard
cibc atm locator toronto,260,0.4000000059604645,LOW,1.0700000524520874,2.6700000762939453,0,79.04000091552734,-19,www.cibc.com,0.85600004196167,3.2040000915527345,Standard
cibc atm montreal,210,4.420000076293945,LOW,0.0,0.0,0,63.84000015258789,-33,www.cibc.com,0.0,0.0,Standard
cibc atm near me,368000,0.4399999976158142,LOW,0.2199999988079071,1.7599999904632568,0,111872.0,0,www.cibc.com,0.17599999904632568,2.111999988555908,Standard
cibc atm near me now,140,0.1400000005960464,LOW,0.1299999952316284,0.8899999856948853,0,42.560001373291016,-19,www.cibc.com,0.10399999618530271,1.0679999828338622,Standard
cibc atm near me open,320,0.5299999713897705,LOW,0.25,2.1500000953674316,0,97.27999877929688,181,www.cibc.com,0.2,2.5800001144409177,Aggressive
cibc atm near me open now,1000,0.3499999940395355,LOW,0.1599999964237213,1.8600000143051147,0,304.0,0,www.cibc.com,0.12799999713897706,2.2320000171661376,Standard
cibc atm open,590,0.3600000143051147,LOW,0.0,0.0,0,179.36000061035156,53,www.cibc.com,0.0,0.0,Aggressive
cibc atm open 24/7,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-29,www.cibc.com,0.0,0.0,Standard
cibc atm open near me,480,0.3000000119209289,LOW,0.0,0.0,0,145.9199981689453,-19,www.cibc.com,0.0,0.0,Standard
cibc atm open now,260,0.449999988079071,LOW,0.0,0.0,0,79.04000091552734,-19,www.cibc.com,0.0,0.0,Standard
cibc atm open now near me,70,0.2000000029802322,LOW,0.0,0.0,0,21.280000686645508,0,www.cibc.com,0.0,0.0,Standard
cibc atm usd,480,0.5099999904632568,LOW,0.6200000047683716,3.4200000762939453,0,145.9199981689453,22,www.cibc.com,0.4960000038146973,4.104000091552734,Aggressive
cibc atm winnipeg,110,0.4600000083446502,LOW,0.0,0.0,0,33.439998626708984,-36,www.cibc.com,0.0,0.0,Standard
cibc atm withdrawal fee,70,0.0,LOW,0.0,0.0,0,21.280000686645508,-22,www.cibc.com,0.0,0.0,Standard
cibc atm withdrawal limit,480,3.559999942779541,LOW,2.4100000858306885,3.380000114440918,0,145.9199981689453,-19,www.cibc.com,1.9280000686645509,4.056000137329101,Standard
cibc atomic,110,2.619999885559082,LOW,1.5299999713897705,3.0199999809265137,0,33.439998626708984,0,www.cibc.com,1.2239999771118164,3.6239999771118163,Standard
cibc aum,90,0.0,LOW,0.0,0.0,0,27.360000610351562,0,www.cibc.com,0.0,0.0,Standard
cibc aurora,590,1.1299999952316284,LOW,0.3899999856948852,1.930000066757202,0,179.36000061035156,23,www.cibc.com,0.31199998855590816,2.3160000801086422,Aggressive
cibc austin ave,70,2.369999885559082,LOW,0.4699999988079071,2.0399999618530273,0,21.280000686645508,22,www.cibc.com,0.3759999990463257,2.447999954223633,Aggressive
cibc authenticator app,70,1.309999942779541,LOW,0.4199999868869781,1.059999942779541,0,21.280000686645508,0,www.cibc.com,0.3359999895095825,1.271999931335449,Standard
cibc auto,140,9.880000114440918,LOW,1.3700000047683716,7.099999904632568,0,42.560001373291016,-18,www.cibc.com,1.0960000038146973,8.519999885559082,Standard
cibc auto deposit,260,0.0,LOW,1.2300000190734863,7.800000190734863,0,79.04000091552734,0,www.cibc.com,0.9840000152587891,9.360000228881836,Standard
cibc auto deposit e transfer,50,1.2799999713897705,LOW,0.0,0.0,0,15.199999809265137,0,www.cibc.com,0.0,0.0,Standard
cibc auto deposit form,5400,18.329999923706055,LOW,1.2400000095367432,15.220000267028809,0,1641.5999755859375,-19,www.cibc.com,0.9920000076293946,18.26400032043457,Standard
cibc auto finance address,480,3.009999990463257,LOW,2.0,5.670000076293945,0,145.9199981689453,0,www.cibc.com,1.6,6.8040000915527346,Standard
cibc auto finance address toronto,70,0.2800000011920929,LOW,0.0,0.0,0,21.280000686645508,-44,www.cibc.com,0.0,0.0,Standard
cibc auto finance phone number,320,3.630000114440918,LOW,0.5400000214576721,3.309999942779541,0,97.27999877929688,-46,www.cibc.com,0.43200001716613773,3.971999931335449,Standard
cibc auto financing address,480,3.009999990463257,LOW,2.0,5.670000076293945,0,145.9199981689453,0,www.cibc.com,1.6,6.8040000915527346,Standard
cibc auto insurance,2900,14.770000457763672,MEDIUM,3.490000009536743,25.209999084472656,0,881.5999755859375,-19,www.cibc.com,2.7920000076293947,30.251998901367188,Standard
cibc auto insurance canada,70,12.84000015258789,HIGH,3.200000047683716,16.059999465942383,0,21.280000686645508,-57,www.cibc.com,2.5600000381469727,19.27199935913086,Conservative
cibc auto insurance quote,320,14.229999542236328,HIGH,2.9700000286102295,24.219999313354492,0,97.27999877929688,-19,www.cibc.com,2.3760000228881837,29.06399917602539,Conservative
cibc auto loan,5400,4.940000057220459,LOW,1.6100000143051147,5.869999885559082,0,1641.5999755859375,-19,www.cibc.com,1.288000011444092,7.043999862670899,Standard
cibc auto loan address,70,0.0,LOW,0.0,0.0,0,21.280000686645508,29,www.cibc.com,0.0,0.0,Aggressive
cibc auto loan interest rate,70,4.239999771118164,LOW,2.259999990463257,5.400000095367432,0,21.280000686645508,0,www.cibc.com,1.8079999923706056,6.480000114440918,Standard
cibc auto loan login,170,0.0,LOW,0.0,0.0,0,51.68000030517578,0,www.cibc.com,0.0,0.0,Standard
cibc auto loan phone number,390,2.2799999713897705,LOW,1.3700000047683716,8.989999771118164,0,118.55999755859375,83,www.cibc.com,1.0960000038146973,10.787999725341797,Aggressive
cibc auto loans,5400,4.940000057220459,LOW,1.6100000143051147,5.869999885559082,0,1641.5999755859375,-19,www.cibc.com,1.288000011444092,7.043999862670899,Standard
cibc auto loans contact,590,2.740000009536743,LOW,1.819999933242798,8.989999771118164,0,179.36000061035156,0,www.cibc.com,1.4559999465942386,10.787999725341797,Standard
cibc auto pay,70,0.0,LOW,0.0,0.0,0,21.280000686645508,25,www.cibc.com,0.0,0.0,Aggressive
cibc auto payment,70,0.0,LOW,0.0,0.0,0,21.280000686645508,25,www.cibc.com,0.0,0.0,Aggressive
cibc autodeposit,260,0.0,LOW,1.2300000190734863,7.800000190734863,0,79.04000091552734,0,www.cibc.com,0.9840000152587891,9.360000228881836,Standard
